shipping_id,order_id,delivery_status,shipping_date,return_date
SHIP_22941,ORD_16941,Returned,2026-01-03,2026-01-08
SHIP_22942,ORD_16942,Delivered,2025-08-29,
SHIP_22943,ORD_16943,Returned,2025-08-29,2025-09-04
SHIP_22944,ORD_16944,Returned,2025-05-09,2025-05-15
SHIP_22945,ORD_16945,Returned,2025-12-14,2025-12-17
SHIP_22946,ORD_16946,In Transit,2025-08-10,
SHIP_22947,ORD_16947,Delivered,2025-08-12,
SHIP_22948,ORD_16948,Delivered,2026-02-10,
SHIP_22949,ORD_16949,Delivered,2025-11-17,
SHIP_22950,ORD_16950,In Transit,2026-01-21,
SHIP_22951,ORD_16951,Delivered,2025-04-01,
SHIP_22952,ORD_16952,Returned,2025-11-21,2025-11-24
SHIP_22953,ORD_16953,Delivered,2025-07-22,
SHIP_22954,ORD_16954,Cancelled,,
SHIP_22955,ORD_16955,Delivered,2026-01-22,
SHIP_22956,ORD_16956,In Transit,2026-03-24,
SHIP_22957,ORD_16957,Returned,2025-07-22,2025-07-25
SHIP_22958,ORD_16958,Delivered,2026-02-07,
SHIP_22959,ORD_16959,In Transit,2025-05-30,
SHIP_22960,ORD_16960,Cancelled,,
SHIP_22961,ORD_16961,Delivered,2025-11-05,
SHIP_22962,ORD_16962,Delivered,2026-02-28,
SHIP_22963,ORD_16963,In Transit,2025-05-12,
SHIP_22964,ORD_16964,Delivered,2025-04-10,
SHIP_22965,ORD_16965,Delivered,2025-09-23,
SHIP_22966,ORD_16966,Returned,2025-12-22,2025-12-27
SHIP_22967,ORD_16967,Delivered,2026-02-27,
SHIP_22968,ORD_16968,Cancelled,,
SHIP_22969,ORD_16969,Delivered,2025-11-15,
SHIP_22970,ORD_16970,Returned,2025-11-14,2025-11-17
SHIP_22971,ORD_16971,Returned,2025-12-19,2025-12-24
SHIP_22972,ORD_16972,In Transit,2025-07-12,
SHIP_22973,ORD_16973,In Transit,2026-03-19,
SHIP_22974,ORD_16974,Cancelled,,
SHIP_22975,ORD_16975,Delivered,2025-12-21,
SHIP_22976,ORD_16976,Delivered,2026-01-28,
SHIP_22977,ORD_16977,In Transit,2025-08-12,
SHIP_22978,ORD_16978,Cancelled,,
SHIP_22979,ORD_16979,In Transit,2025-11-01,
SHIP_22980,ORD_16980,Delivered,2025-05-21,
SHIP_22981,ORD_16981,Returned,2025-12-16,2025-12-19
SHIP_22982,ORD_16982,Cancelled,,
SHIP_22983,ORD_16983,Delivered,2025-06-24,
SHIP_22984,ORD_16984,Delivered,2025-12-11,
SHIP_22985,ORD_16985,Delivered,2025-04-20,
SHIP_22986,ORD_16986,Delivered,2026-03-23,
SHIP_22987,ORD_16987,Cancelled,,
SHIP_22988,ORD_16988,Returned,2025-04-02,2025-04-05
SHIP_22989,ORD_16989,Cancelled,,
SHIP_22990,ORD_16990,Delivered,2025-12-18,
SHIP_22991,ORD_16991,In Transit,2025-11-06,
SHIP_22992,ORD_16992,Delivered,2026-03-06,
SHIP_22993,ORD_16993,Cancelled,,
SHIP_22994,ORD_16994,Returned,2025-05-24,2025-05-30
SHIP_22995,ORD_16995,Returned,2025-07-16,2025-07-21
SHIP_22996,ORD_16996,Delivered,2026-01-07,
SHIP_22997,ORD_16997,In Transit,2025-04-01,
SHIP_22998,ORD_16998,Delivered,2025-07-22,
SHIP_22999,ORD_16999,Returned,2025-05-23,2025-05-30
SHIP_23000,ORD_17000,Returned,2025-11-05,2025-11-10
SHIP_23001,ORD_17001,Delivered,2026-01-28,
SHIP_23002,ORD_17002,In Transit,2025-08-19,
SHIP_23003,ORD_17003,Returned,2026-02-09,2026-02-15
SHIP_23004,ORD_17004,Delivered,2025-06-19,
SHIP_23005,ORD_17005,Delivered,2025-08-22,
SHIP_23006,ORD_17006,Delivered,2026-01-31,
SHIP_23007,ORD_17007,Delivered,2025-04-14,
SHIP_23008,ORD_17008,Delivered,2025-07-24,
SHIP_23009,ORD_17009,Delivered,2026-02-18,
SHIP_23010,ORD_17010,Delivered,2025-09-29,
SHIP_23011,ORD_17011,In Transit,2026-03-31,
SHIP_23012,ORD_17012,Delivered,2025-08-30,
SHIP_23013,ORD_17013,Delivered,2025-12-22,
SHIP_23014,ORD_17014,Delivered,2025-12-02,
SHIP_23015,ORD_17015,Returned,2025-07-09,2025-07-16
SHIP_23016,ORD_17016,Delivered,2025-06-20,
SHIP_23017,ORD_17017,Delivered,2026-02-28,
SHIP_23018,ORD_17018,In Transit,2025-04-08,
SHIP_23019,ORD_17019,In Transit,2025-06-19,
SHIP_23020,ORD_17020,In Transit,2025-10-22,
SHIP_23021,ORD_17021,Returned,2025-07-23,2025-07-28
SHIP_23022,ORD_17022,Returned,2025-10-31,2025-11-03
SHIP_23023,ORD_17023,In Transit,2026-02-18,
SHIP_23024,ORD_17024,Returned,2025-09-02,2025-09-09
SHIP_23025,ORD_17025,Delivered,2025-11-25,
SHIP_23026,ORD_17026,Returned,2025-07-16,2025-07-19
SHIP_23027,ORD_17027,Returned,2026-01-09,2026-01-16
SHIP_23028,ORD_17028,Delivered,2025-12-20,
SHIP_23029,ORD_17029,In Transit,2026-03-04,
SHIP_23030,ORD_17030,Delivered,2025-08-04,
SHIP_23031,ORD_17031,Returned,2026-01-14,2026-01-19
SHIP_23032,ORD_17032,Delivered,2025-08-24,
SHIP_23033,ORD_17033,Delivered,2025-05-04,
SHIP_23034,ORD_17034,Returned,2025-12-23,2025-12-28
SHIP_23035,ORD_17035,Delivered,2026-01-30,
SHIP_23036,ORD_17036,Delivered,2025-08-22,
SHIP_23037,ORD_17037,Delivered,2025-12-28,
SHIP_23038,ORD_17038,Delivered,2026-01-28,
SHIP_23039,ORD_17039,Delivered,2025-09-18,
SHIP_23040,ORD_17040,Delivered,2025-09-22,
SHIP_23041,ORD_17041,Returned,2025-09-27,2025-09-30
SHIP_23042,ORD_17042,Returned,2026-03-07,2026-03-14
SHIP_23043,ORD_17043,Returned,2026-03-14,2026-03-17
SHIP_23044,ORD_17044,Delivered,2025-11-26,
SHIP_23045,ORD_17045,Returned,2025-04-10,2025-04-16
SHIP_23046,ORD_17046,Returned,2026-03-26,2026-03-29
SHIP_23047,ORD_17047,Cancelled,,
SHIP_23048,ORD_17048,Delivered,2025-07-12,
SHIP_23049,ORD_17049,Delivered,2025-05-23,
SHIP_23050,ORD_17050,In Transit,2025-07-02,
SHIP_23051,ORD_17051,Delivered,2026-01-17,
SHIP_23052,ORD_17052,Delivered,2026-02-10,
SHIP_23053,ORD_17053,Delivered,2026-02-06,
SHIP_23054,ORD_17054,Delivered,2025-11-08,
SHIP_23055,ORD_17055,Delivered,2025-04-19,
SHIP_23056,ORD_17056,Cancelled,,
SHIP_23057,ORD_17057,Delivered,2025-08-30,
SHIP_23058,ORD_17058,Delivered,2026-01-29,
SHIP_23059,ORD_17059,Delivered,2025-06-23,
SHIP_23060,ORD_17060,Delivered,2025-05-16,
SHIP_23061,ORD_17061,Delivered,2025-10-22,
SHIP_23062,ORD_17062,Delivered,2025-09-13,
SHIP_23063,ORD_17063,Delivered,2025-12-19,
SHIP_23064,ORD_17064,Delivered,2025-05-20,
SHIP_23065,ORD_17065,Delivered,2025-06-22,
SHIP_23066,ORD_17066,Delivered,2025-08-09,
SHIP_23067,ORD_17067,Cancelled,,
SHIP_23068,ORD_17068,Returned,2026-03-28,2026-04-02
SHIP_23069,ORD_17069,Delivered,2025-10-07,
SHIP_23070,ORD_17070,In Transit,2025-08-15,
SHIP_23071,ORD_17071,In Transit,2025-07-20,
SHIP_23072,ORD_17072,In Transit,2026-02-26,
SHIP_23073,ORD_17073,Delivered,2025-04-11,
SHIP_23074,ORD_17074,In Transit,2025-07-27,
SHIP_23075,ORD_17075,Delivered,2025-05-10,
SHIP_23076,ORD_17076,Returned,2025-09-29,2025-10-06
SHIP_23077,ORD_17077,In Transit,2025-04-29,
SHIP_23078,ORD_17078,In Transit,2026-03-05,
SHIP_23079,ORD_17079,Delivered,2025-08-12,
SHIP_23080,ORD_17080,In Transit,2026-01-20,
SHIP_23081,ORD_17081,Delivered,2025-11-10,
SHIP_23082,ORD_17082,Delivered,2025-08-29,
SHIP_23083,ORD_17083,Delivered,2025-12-28,
SHIP_23084,ORD_17084,In Transit,2025-07-26,
SHIP_23085,ORD_17085,Returned,2025-09-19,2025-09-26
SHIP_23086,ORD_17086,In Transit,2025-12-03,
SHIP_23087,ORD_17087,Delivered,2026-01-06,
SHIP_23088,ORD_17088,Cancelled,,
SHIP_23089,ORD_17089,Delivered,2026-03-27,
SHIP_23090,ORD_17090,Delivered,2025-10-04,
SHIP_23091,ORD_17091,Cancelled,,
SHIP_23092,ORD_17092,Delivered,2025-12-04,
SHIP_23093,ORD_17093,Delivered,2025-10-02,
SHIP_23094,ORD_17094,Returned,2025-12-10,2025-12-17
SHIP_23095,ORD_17095,Delivered,2026-02-28,
SHIP_23096,ORD_17096,Returned,2026-03-16,2026-03-21
SHIP_23097,ORD_17097,Delivered,2026-02-17,
SHIP_23098,ORD_17098,Delivered,2025-11-13,
SHIP_23099,ORD_17099,In Transit,2025-11-21,
SHIP_23100,ORD_17100,In Transit,2025-04-17,
SHIP_23101,ORD_17101,Cancelled,,
SHIP_23102,ORD_17102,Delivered,2025-09-03,
SHIP_23103,ORD_17103,Cancelled,,
SHIP_23104,ORD_17104,Delivered,2025-11-07,
SHIP_23105,ORD_17105,Cancelled,,
SHIP_23106,ORD_17106,Delivered,2025-07-16,
SHIP_23107,ORD_17107,Delivered,2025-10-29,
SHIP_23108,ORD_17108,Delivered,2025-12-09,
SHIP_23109,ORD_17109,Delivered,2025-10-05,
SHIP_23110,ORD_17110,In Transit,2025-06-29,
SHIP_23111,ORD_17111,Cancelled,,
SHIP_23112,ORD_17112,Returned,2025-11-20,2025-11-26
SHIP_23113,ORD_17113,Cancelled,,
SHIP_23114,ORD_17114,Delivered,2025-06-29,
SHIP_23115,ORD_17115,Delivered,2025-07-23,
SHIP_23116,ORD_17116,Delivered,2025-04-05,
SHIP_23117,ORD_17117,Delivered,2025-08-12,
SHIP_23118,ORD_17118,Returned,2025-12-14,2025-12-20
SHIP_23119,ORD_17119,Returned,2025-11-05,2025-11-08
SHIP_23120,ORD_17120,Delivered,2025-06-11,
SHIP_23121,ORD_17121,Delivered,2025-09-10,
SHIP_23122,ORD_17122,Cancelled,,
SHIP_23123,ORD_17123,Delivered,2025-05-23,
SHIP_23124,ORD_17124,Delivered,2025-09-19,
SHIP_23125,ORD_17125,Delivered,2025-12-04,
SHIP_23126,ORD_17126,Delivered,2025-11-22,
SHIP_23127,ORD_17127,In Transit,2025-11-19,
SHIP_23128,ORD_17128,Delivered,2025-10-27,
SHIP_23129,ORD_17129,In Transit,2025-04-28,
SHIP_23130,ORD_17130,Delivered,2026-01-12,
SHIP_23131,ORD_17131,Cancelled,,
SHIP_23132,ORD_17132,In Transit,2025-05-20,
SHIP_23133,ORD_17133,Delivered,2026-03-11,
SHIP_23134,ORD_17134,Delivered,2025-09-29,
SHIP_23135,ORD_17135,Returned,2025-11-14,2025-11-21
SHIP_23136,ORD_17136,In Transit,2026-01-17,
SHIP_23137,ORD_17137,Delivered,2026-01-01,
SHIP_23138,ORD_17138,Returned,2025-11-15,2025-11-22
SHIP_23139,ORD_17139,Returned,2025-06-03,2025-06-09
SHIP_23140,ORD_17140,In Transit,2025-05-09,
SHIP_23141,ORD_17141,Delivered,2026-02-01,
SHIP_23142,ORD_17142,In Transit,2025-10-25,
SHIP_23143,ORD_17143,In Transit,2025-09-27,
SHIP_23144,ORD_17144,Delivered,2026-01-07,
SHIP_23145,ORD_17145,Returned,2025-09-04,2025-09-08
SHIP_23146,ORD_17146,Delivered,2026-02-15,
SHIP_23147,ORD_17147,Delivered,2025-06-17,
SHIP_23148,ORD_17148,Delivered,2025-08-02,
SHIP_23149,ORD_17149,Delivered,2026-01-23,
SHIP_23150,ORD_17150,Delivered,2025-09-21,
SHIP_23151,ORD_17151,In Transit,2025-04-11,
SHIP_23152,ORD_17152,Delivered,2025-10-19,
SHIP_23153,ORD_17153,Cancelled,,
SHIP_23154,ORD_17154,Delivered,2025-07-10,
SHIP_23155,ORD_17155,Delivered,2025-04-26,
SHIP_23156,ORD_17156,Returned,2025-11-22,2025-11-25
SHIP_23157,ORD_17157,Returned,2025-08-17,2025-08-21
SHIP_23158,ORD_17158,Delivered,2025-07-04,
SHIP_23159,ORD_17159,Delivered,2025-06-12,
SHIP_23160,ORD_17160,Delivered,2025-10-16,
SHIP_23161,ORD_17161,Cancelled,,
SHIP_23162,ORD_17162,Delivered,2025-06-28,
SHIP_23163,ORD_17163,In Transit,2025-08-03,
SHIP_23164,ORD_17164,Cancelled,,
SHIP_23165,ORD_17165,Delivered,2025-12-29,
SHIP_23166,ORD_17166,Delivered,2025-07-26,
SHIP_23167,ORD_17167,Delivered,2025-05-04,
SHIP_23168,ORD_17168,Returned,2025-06-06,2025-06-11
SHIP_23169,ORD_17169,Delivered,2025-12-04,
SHIP_23170,ORD_17170,In Transit,2025-05-08,
SHIP_23171,ORD_17171,Delivered,2025-06-03,
SHIP_23172,ORD_17172,Cancelled,,
SHIP_23173,ORD_17173,Returned,2025-04-17,2025-04-22
SHIP_23174,ORD_17174,Returned,2026-03-05,2026-03-11
SHIP_23175,ORD_17175,In Transit,2025-04-15,
SHIP_23176,ORD_17176,Delivered,2026-01-03,
SHIP_23177,ORD_17177,In Transit,2026-03-20,
SHIP_23178,ORD_17178,Returned,2026-01-18,2026-01-25
SHIP_23179,ORD_17179,In Transit,2025-09-22,
SHIP_23180,ORD_17180,Cancelled,,
SHIP_23181,ORD_17181,Delivered,2025-09-20,
SHIP_23182,ORD_17182,In Transit,2026-03-08,
SHIP_23183,ORD_17183,Delivered,2026-02-14,
SHIP_23184,ORD_17184,Delivered,2025-12-06,
SHIP_23185,ORD_17185,Delivered,2025-06-30,
SHIP_23186,ORD_17186,Returned,2025-11-05,2025-11-09
SHIP_23187,ORD_17187,Delivered,2025-11-24,
SHIP_23188,ORD_17188,In Transit,2026-01-04,
SHIP_23189,ORD_17189,Delivered,2025-06-06,
SHIP_23190,ORD_17190,In Transit,2025-09-24,
SHIP_23191,ORD_17191,In Transit,2025-12-16,
SHIP_23192,ORD_17192,Cancelled,,
SHIP_23193,ORD_17193,In Transit,2025-12-14,
SHIP_23194,ORD_17194,Cancelled,,
SHIP_23195,ORD_17195,Delivered,2026-02-22,
SHIP_23196,ORD_17196,Delivered,2026-03-02,
SHIP_23197,ORD_17197,Delivered,2026-02-15,
SHIP_23198,ORD_17198,Delivered,2025-09-28,
SHIP_23199,ORD_17199,Delivered,2025-07-27,
SHIP_23200,ORD_17200,Delivered,2025-08-10,
SHIP_23201,ORD_17201,Delivered,2026-03-15,
SHIP_23202,ORD_17202,In Transit,2025-04-01,
SHIP_23203,ORD_17203,Delivered,2025-11-01,
SHIP_23204,ORD_17204,Delivered,2025-07-09,
SHIP_23205,ORD_17205,Delivered,2026-01-17,
SHIP_23206,ORD_17206,Delivered,2026-02-21,
SHIP_23207,ORD_17207,Delivered,2025-06-06,
SHIP_23208,ORD_17208,Delivered,2025-04-27,
SHIP_23209,ORD_17209,In Transit,2025-09-26,
SHIP_23210,ORD_17210,Delivered,2026-01-21,
SHIP_23211,ORD_17211,Delivered,2025-12-20,
SHIP_23212,ORD_17212,Delivered,2025-08-03,
SHIP_23213,ORD_17213,In Transit,2025-05-02,
SHIP_23214,ORD_17214,Delivered,2026-01-25,
SHIP_23215,ORD_17215,Delivered,2025-08-23,
SHIP_23216,ORD_17216,Cancelled,,
SHIP_23217,ORD_17217,Delivered,2026-02-06,
SHIP_23218,ORD_17218,Returned,2026-02-13,2026-02-19
SHIP_23219,ORD_17219,Returned,2026-02-22,2026-03-01
SHIP_23220,ORD_17220,Delivered,2025-09-29,
SHIP_23221,ORD_17221,Delivered,2025-04-16,
SHIP_23222,ORD_17222,Delivered,2025-09-11,
SHIP_23223,ORD_17223,In Transit,2025-05-31,
SHIP_23224,ORD_17224,Delivered,2026-01-10,
SHIP_23225,ORD_17225,Delivered,2025-11-06,
SHIP_23226,ORD_17226,In Transit,2025-05-03,
SHIP_23227,ORD_17227,In Transit,2026-01-26,
SHIP_23228,ORD_17228,In Transit,2025-08-11,
SHIP_23229,ORD_17229,Returned,2025-04-07,2025-04-14
SHIP_23230,ORD_17230,Delivered,2025-05-27,
SHIP_23231,ORD_17231,In Transit,2025-07-09,
SHIP_23232,ORD_17232,Delivered,2026-01-18,
SHIP_23233,ORD_17233,Returned,2025-09-28,2025-10-02
SHIP_23234,ORD_17234,Returned,2025-08-02,2025-08-07
SHIP_23235,ORD_17235,Delivered,2025-11-12,
SHIP_23236,ORD_17236,Delivered,2026-02-17,
SHIP_23237,ORD_17237,Cancelled,,
SHIP_23238,ORD_17238,Delivered,2025-05-26,
SHIP_23239,ORD_17239,Returned,2025-12-05,2025-12-08
SHIP_23240,ORD_17240,Returned,2026-02-17,2026-02-23
SHIP_23241,ORD_17241,Delivered,2026-03-27,
SHIP_23242,ORD_17242,In Transit,2025-10-26,
SHIP_23243,ORD_17243,In Transit,2026-03-02,
SHIP_23244,ORD_17244,Delivered,2025-06-05,
SHIP_23245,ORD_17245,In Transit,2026-01-17,
SHIP_23246,ORD_17246,Delivered,2025-10-19,
SHIP_23247,ORD_17247,Returned,2025-08-21,2025-08-25
SHIP_23248,ORD_17248,Cancelled,,
SHIP_23249,ORD_17249,In Transit,2025-10-31,
SHIP_23250,ORD_17250,Returned,2025-04-25,2025-05-02
SHIP_23251,ORD_17251,Delivered,2025-07-21,
SHIP_23252,ORD_17252,Delivered,2025-12-27,
SHIP_23253,ORD_17253,Delivered,2026-02-20,
SHIP_23254,ORD_17254,Delivered,2025-10-18,
SHIP_23255,ORD_17255,Delivered,2026-01-14,
SHIP_23256,ORD_17256,In Transit,2026-03-02,
SHIP_23257,ORD_17257,Delivered,2025-06-21,
SHIP_23258,ORD_17258,Delivered,2025-04-09,
SHIP_23259,ORD_17259,Cancelled,,
SHIP_23260,ORD_17260,Delivered,2025-11-11,
SHIP_23261,ORD_17261,In Transit,2026-02-24,
SHIP_23262,ORD_17262,In Transit,2025-06-03,
SHIP_23263,ORD_17263,In Transit,2025-11-25,
SHIP_23264,ORD_17264,Returned,2026-01-09,2026-01-15
SHIP_23265,ORD_17265,Delivered,2025-10-08,
SHIP_23266,ORD_17266,Delivered,2025-12-23,
SHIP_23267,ORD_17267,Cancelled,,
SHIP_23268,ORD_17268,In Transit,2025-07-10,
SHIP_23269,ORD_17269,Delivered,2025-06-27,
SHIP_23270,ORD_17270,Delivered,2026-03-07,
SHIP_23271,ORD_17271,In Transit,2025-06-10,
SHIP_23272,ORD_17272,Delivered,2025-09-13,
SHIP_23273,ORD_17273,Delivered,2025-12-05,
SHIP_23274,ORD_17274,In Transit,2025-06-02,
SHIP_23275,ORD_17275,Delivered,2026-02-28,
SHIP_23276,ORD_17276,Delivered,2025-11-09,
SHIP_23277,ORD_17277,Delivered,2025-10-04,
SHIP_23278,ORD_17278,Cancelled,,
SHIP_23279,ORD_17279,Returned,2026-03-31,2026-04-03
SHIP_23280,ORD_17280,Delivered,2025-09-13,
SHIP_23281,ORD_17281,Returned,2025-06-24,2025-06-27
SHIP_23282,ORD_17282,Delivered,2026-03-24,
SHIP_23283,ORD_17283,Delivered,2025-12-05,
SHIP_23284,ORD_17284,Delivered,2025-12-12,
SHIP_23285,ORD_17285,Delivered,2025-10-01,
SHIP_23286,ORD_17286,Cancelled,,
SHIP_23287,ORD_17287,Cancelled,,
SHIP_23288,ORD_17288,Cancelled,,
SHIP_23289,ORD_17289,Cancelled,,
SHIP_23290,ORD_17290,Returned,2026-01-02,2026-01-09
SHIP_23291,ORD_17291,In Transit,2026-01-28,
SHIP_23292,ORD_17292,In Transit,2025-04-13,
SHIP_23293,ORD_17293,Returned,2025-09-15,2025-09-21
SHIP_23294,ORD_17294,Delivered,2025-05-13,
SHIP_23295,ORD_17295,Delivered,2025-08-09,
SHIP_23296,ORD_17296,Delivered,2025-08-30,
SHIP_23297,ORD_17297,Returned,2025-11-29,2025-12-02
SHIP_23298,ORD_17298,Delivered,2025-06-18,
SHIP_23299,ORD_17299,Cancelled,,
SHIP_23300,ORD_17300,In Transit,2025-11-23,
SHIP_23301,ORD_17301,Returned,2025-05-06,2025-05-11
SHIP_23302,ORD_17302,Delivered,2025-10-19,
SHIP_23303,ORD_17303,Delivered,2025-08-06,
SHIP_23304,ORD_17304,In Transit,2025-11-07,
SHIP_23305,ORD_17305,Delivered,2026-03-20,
SHIP_23306,ORD_17306,Cancelled,,
SHIP_23307,ORD_17307,Returned,2025-12-03,2025-12-06
SHIP_23308,ORD_17308,Delivered,2025-07-24,
SHIP_23309,ORD_17309,In Transit,2025-08-03,
SHIP_23310,ORD_17310,Delivered,2025-10-20,
SHIP_23311,ORD_17311,In Transit,2025-10-31,
SHIP_23312,ORD_17312,Delivered,2025-12-13,
SHIP_23313,ORD_17313,In Transit,2025-09-24,
SHIP_23314,ORD_17314,Returned,2026-02-10,2026-02-13
SHIP_23315,ORD_17315,Delivered,2025-12-19,
SHIP_23316,ORD_17316,Delivered,2025-05-13,
SHIP_23317,ORD_17317,Delivered,2026-03-10,
SHIP_23318,ORD_17318,Delivered,2025-11-02,
SHIP_23319,ORD_17319,Cancelled,,
SHIP_23320,ORD_17320,In Transit,2025-07-22,
SHIP_23321,ORD_17321,Returned,2026-03-05,2026-03-09
SHIP_23322,ORD_17322,Delivered,2025-07-31,
SHIP_23323,ORD_17323,In Transit,2025-04-05,
SHIP_23324,ORD_17324,Delivered,2025-10-30,
SHIP_23325,ORD_17325,Cancelled,,
SHIP_23326,ORD_17326,In Transit,2025-06-30,
SHIP_23327,ORD_17327,In Transit,2025-12-14,
SHIP_23328,ORD_17328,Delivered,2025-07-08,
SHIP_23329,ORD_17329,In Transit,2025-05-06,
SHIP_23330,ORD_17330,Delivered,2025-07-07,
SHIP_23331,ORD_17331,Delivered,2026-03-29,
SHIP_23332,ORD_17332,Delivered,2025-06-10,
SHIP_23333,ORD_17333,Delivered,2025-10-25,
SHIP_23334,ORD_17334,Returned,2025-10-04,2025-10-08
SHIP_23335,ORD_17335,Cancelled,,
SHIP_23336,ORD_17336,Returned,2025-12-16,2025-12-21
SHIP_23337,ORD_17337,Returned,2025-10-28,2025-11-03
SHIP_23338,ORD_17338,Cancelled,,
SHIP_23339,ORD_17339,In Transit,2025-08-28,
SHIP_23340,ORD_17340,Delivered,2025-09-05,
SHIP_23341,ORD_17341,In Transit,2026-01-23,
SHIP_23342,ORD_17342,In Transit,2025-10-04,
SHIP_23343,ORD_17343,Delivered,2025-09-08,
SHIP_23344,ORD_17344,Cancelled,,
SHIP_23345,ORD_17345,Delivered,2025-09-13,
SHIP_23346,ORD_17346,In Transit,2026-03-11,
SHIP_23347,ORD_17347,Delivered,2026-03-20,
SHIP_23348,ORD_17348,Delivered,2026-01-28,
SHIP_23349,ORD_17349,Delivered,2025-04-29,
SHIP_23350,ORD_17350,Delivered,2025-12-25,
SHIP_23351,ORD_17351,Delivered,2025-09-28,
SHIP_23352,ORD_17352,Cancelled,,
SHIP_23353,ORD_17353,Delivered,2025-05-06,
SHIP_23354,ORD_17354,Returned,2025-05-06,2025-05-13
SHIP_23355,ORD_17355,Returned,2025-08-28,2025-09-04
SHIP_23356,ORD_17356,In Transit,2025-07-06,
SHIP_23357,ORD_17357,Cancelled,,
SHIP_23358,ORD_17358,Cancelled,,
SHIP_23359,ORD_17359,In Transit,2025-08-05,
SHIP_23360,ORD_17360,Delivered,2026-02-06,
SHIP_23361,ORD_17361,In Transit,2025-07-31,
SHIP_23362,ORD_17362,Returned,2026-03-27,2026-04-01
SHIP_23363,ORD_17363,In Transit,2025-06-06,
SHIP_23364,ORD_17364,Delivered,2026-01-23,
SHIP_23365,ORD_17365,In Transit,2025-04-18,
SHIP_23366,ORD_17366,Delivered,2025-07-12,
SHIP_23367,ORD_17367,Delivered,2025-10-04,
SHIP_23368,ORD_17368,Delivered,2025-09-21,
SHIP_23369,ORD_17369,Returned,2025-10-04,2025-10-07
SHIP_23370,ORD_17370,Returned,2025-06-27,2025-07-03
SHIP_23371,ORD_17371,Delivered,2026-01-26,
SHIP_23372,ORD_17372,In Transit,2026-02-23,
SHIP_23373,ORD_17373,Delivered,2025-06-11,
SHIP_23374,ORD_17374,Delivered,2025-07-24,
SHIP_23375,ORD_17375,Cancelled,,
SHIP_23376,ORD_17376,Delivered,2025-11-02,
SHIP_23377,ORD_17377,In Transit,2025-10-25,
SHIP_23378,ORD_17378,Returned,2025-08-20,2025-08-27
SHIP_23379,ORD_17379,Delivered,2026-03-16,
SHIP_23380,ORD_17380,Delivered,2025-08-06,
SHIP_23381,ORD_17381,Delivered,2025-08-09,
SHIP_23382,ORD_17382,Cancelled,,
SHIP_23383,ORD_17383,Delivered,2025-04-18,
SHIP_23384,ORD_17384,In Transit,2025-10-24,
SHIP_23385,ORD_17385,Delivered,2025-07-01,
SHIP_23386,ORD_17386,In Transit,2026-03-05,
SHIP_23387,ORD_17387,In Transit,2025-06-26,
SHIP_23388,ORD_17388,Delivered,2025-09-14,
SHIP_23389,ORD_17389,In Transit,2025-12-13,
SHIP_23390,ORD_17390,Delivered,2025-08-14,
SHIP_23391,ORD_17391,Delivered,2026-01-21,
SHIP_23392,ORD_17392,Cancelled,,
SHIP_23393,ORD_17393,Delivered,2025-03-31,
SHIP_23394,ORD_17394,Delivered,2025-09-15,
SHIP_23395,ORD_17395,Delivered,2026-03-08,
SHIP_23396,ORD_17396,In Transit,2025-11-11,
SHIP_23397,ORD_17397,In Transit,2025-05-13,
SHIP_23398,ORD_17398,Cancelled,,
SHIP_23399,ORD_17399,Returned,2025-09-17,2025-09-20
SHIP_23400,ORD_17400,In Transit,2026-02-22,
SHIP_23401,ORD_17401,In Transit,2026-03-09,
SHIP_23402,ORD_17402,Delivered,2025-08-29,
SHIP_23403,ORD_17403,Returned,2025-06-24,2025-06-30
SHIP_23404,ORD_17404,In Transit,2026-02-25,
SHIP_23405,ORD_17405,In Transit,2025-10-22,
SHIP_23406,ORD_17406,Returned,2026-01-12,2026-01-16
SHIP_23407,ORD_17407,In Transit,2026-03-22,
SHIP_23408,ORD_17408,Delivered,2025-12-01,
SHIP_23409,ORD_17409,In Transit,2026-03-13,
SHIP_23410,ORD_17410,Delivered,2025-06-28,
SHIP_23411,ORD_17411,Delivered,2025-04-21,
SHIP_23412,ORD_17412,Delivered,2025-10-25,
SHIP_23413,ORD_17413,In Transit,2025-08-17,
SHIP_23414,ORD_17414,Returned,2026-03-30,2026-04-05
SHIP_23415,ORD_17415,In Transit,2025-07-09,
SHIP_23416,ORD_17416,Delivered,2025-09-01,
SHIP_23417,ORD_17417,Cancelled,,
SHIP_23418,ORD_17418,Delivered,2025-09-05,
SHIP_23419,ORD_17419,Delivered,2025-06-14,
SHIP_23420,ORD_17420,Delivered,2025-08-03,
SHIP_23421,ORD_17421,Delivered,2025-03-30,
SHIP_23422,ORD_17422,Cancelled,,
SHIP_23423,ORD_17423,Delivered,2025-05-29,
SHIP_23424,ORD_17424,Delivered,2025-09-28,
SHIP_23425,ORD_17425,Returned,2026-01-25,2026-01-30
SHIP_23426,ORD_17426,Delivered,2026-02-15,
SHIP_23427,ORD_17427,Returned,2026-02-05,2026-02-10
SHIP_23428,ORD_17428,Delivered,2026-03-16,
SHIP_23429,ORD_17429,Delivered,2025-08-20,
SHIP_23430,ORD_17430,Delivered,2025-04-19,
SHIP_23431,ORD_17431,Delivered,2025-05-16,
SHIP_23432,ORD_17432,Delivered,2025-10-20,
SHIP_23433,ORD_17433,Delivered,2025-08-14,
SHIP_23434,ORD_17434,In Transit,2026-03-16,
